uri,title,text,type,authors,tags
http://files.interact.technology/J000523/Abstracts/028_Yannakou.pdf,Abstract 28,Germline variant detection by next generation sequencing in routine tumour sample analysis - mountain or molehill?,Plenary 3,Costas Yannakou,HSANZ Early Career Symposium
http://files.interact.technology/J000523/Abstracts/029_Low.pdf,Abstract 29,Identifying downstream targets of IRF4 for therapeutic targeting in myeloma,Plenary 3,Michael Low,HSANZ Early Career Symposium
http://files.interact.technology/J000523/Abstracts/030_Friedberg.pdf,Abstract 30,Novel agents - who needs them?,Plenary 3,Jonathan W. Friedberg,HSANZ Symposium: Indolent lymphoma
http://files.interact.technology/J000523/Abstracts/031_Treon.pdf,Abstract 31,Genomic based treatment advances in Waldenstrom's Macroglobulinemia,Plenary 3,Steven Treon,HSANZ Symposium: Indolent lymphoma
http://files.interact.technology/J000523/Abstracts/032_Renwick.pdf,Abstract 32,A frailty scale predicts outcomes in transplant-ineligible patients with newly-diagnosed Multiple Myeloma (NDMM) Treated in the FIRST Trial with continuous Lenalidomide plus low-dose Dexamethasone (Rd),Plenary 3,William Renwick,HSANZ Free Communications 1: Myeloma Clinical I
http://files.interact.technology/J000523/Abstracts/033_Scott.pdf,Abstract 33,‘Real-world’ Australian experience of pomalidomide for relapsed/refractory myeloma,Plenary 3,Ashleigh Scott,HSANZ Free Communications 1: Myeloma Clinical I
http://files.interact.technology/J000523/Abstracts/033_Scott.pdf,Abstract 34,Myeloma outcomes in New Zealand: Increasing regional variation,Plenary 3,David Simpson,HSANZ Free Communications 1: Myeloma Clinical I
http://files.interact.technology/J000523/Abstracts/035_Wong%20Doo.pdf,Abstract 35,Early autologous stem cell transplant associated with improved overall survival in multiple myeloma: findings from a population based study,Plenary 3,Nicole Wong Doo,HSANZ Free Communications 1: Myeloma Clinical I
http://files.interact.technology/J000523/Abstracts/036_Taylor.pdf,Abstract 36,Transplantation in FLT-3-ITD+ AML with normal karyotype is associated with improved overall survival,Meeting Room 217,Emma Taylor,HSANZ Free Communications 2: Bone Marrow Transplantation
http://files.interact.technology/J000523/Abstracts/037_Wong.pdf,Abstract 37,The prognostic impact of early donor chimerism after allogeneic stem cell transplantation is dependent on disease risk index,Meeting Room 217,Eric Wong,HSANZ Free Communications 2: Bone Marrow Transplantation
http://files.interact.technology/J000523/Abstracts/038_Wright.pdf,Abstract 38,"Biopsychosocial outcomes of Victorian Allogeneic Stem Cell Transplant (alloSCT) Late Effects (LE) Program: Metabolic Syndrome (MetS), Quality of Life  (QOL) & returning to work",Meeting Room 217,Tricia Wright,HSANZ Free Communications 2: Bone Marrow Transplantation
http://files.interact.technology/J000523/Abstracts/039_Birchley.pdf,Abstract 39,"Early acute kidney injury post allogeneic stem cell transplant is associated with increased risk of GVHD, higher mortality and reduced survival",Meeting Room 217,Andrew Birchley,HSANZ Free Communications 2: Bone Marrow Transplantation
http://files.interact.technology/J000523/Abstracts/040_Bennett.pdf,Abstract 40,Inhibition of glucosylceramide synthase induces apoptotic cell death in multiple myeloma cells,Meeting Room 218,Melissa Bennett,HSANZ Free Communications 3: Myeloma Biology
http://files.interact.technology/J000523/Abstracts/041_Nair.pdf,Abstract 41,Application of EuroFlow for minimal residual disease detection of multiple myeloma following tandem autologous-NMA allogeneic stem cell transplantation,Meeting Room 218,Anish Nair,HSANZ Free Communications 3: Myeloma Biology
http://files.interact.technology/J000523/Abstracts/042_Reale.pdf,Abstract 42,TOP2A a new predictive marker of response to Carfilzomib in multiple myeloma,Meeting Room 218,Antonia Reale,HSANZ Free Communications 3: Myeloma Biology
http://files.interact.technology/J000523/Abstracts/043_Savvidou.pdf,Abstract 43,Overcoming innate resistance to a new beta-catenin inhibitor by manipulating the autophagic pathway in Multiple Myeloma,Meeting Room 218,Ioanna Savvidou,HSANZ Free Communications 3: Myeloma Biology
http://files.interact.technology/J000523/Abstracts/044_Forsyth.pdf,Abstract 44,The delayed diagnosis of Philadelphia negative Myeloproliferative Neoplasms (MPN) is common and results in a high incidence of potentially preventable thrombotic complications,Meeting Room 211,Cecily Forsyth,HSANZ Free Communications 4: Myeloproliferative Disorders
http://files.interact.technology/J000523/Abstracts/045_Hughes.pdf,Abstract 45,Immune responses in Chronic Myeloid Leukaemia patients following cessation of Tyrosine Kinase Inhibitor,Meeting Room 211,Amy Hughes,HSANZ Free Communications 4: Myeloproliferative Disorders
http://files.interact.technology/J000523/Abstracts/046_Pagani.pdf,Abstract 46,Mitochondrial DNA mutations at diagnosis are linked to response in TKI treated chronic myeloid leukaemia patients,Meeting Room 211,Ilaria stefanie Pagani,HSANZ Free Communications 4: Myeloproliferative Disorders
http://files.interact.technology/J000523/Abstracts/047_Ryland.pdf,Abstract 47,Targeted amplicon sequencing combined with selected extended sequencing efficiently establishes diagnoses in conventional and triple-negative BCR-ABL negative myeloproliferative neoplasms in the molecular diagnostic laboratory,Meeting Room 211,Georgie Ryland,HSANZ Free Communications 4: Myeloproliferative Disorders
http://files.interact.technology/J000511/unavailable.pdf,Abstract 48,Biology and therapy of Waldenstrom’s Macroglobulinemia,Meeting Room 217,Steven Treon,"HSANZ Masterclass: Waldenstroms (Steven Treon)

"
http://files.interact.technology/J000511/unavailable.pdf,Abstract 49,Clinician scientists – bridging the MPN divide,Meeting Room 218,Tony Green,HSANZ Masterclass: MPN (Anthony Green)
http://files.interact.technology/J000523/Abstracts/050_Shortt.pdf,Abstract 50,Single hit lymphoma,Plenary 3,Jake Shortt,"HSANZ Symposium: Aggressive lymphoma

"
http://files.interact.technology/J000523/Abstracts/051_Trotman.pdf,Abstract 51,Ann Arbor staging vs. total metabolic tumour volume. Time for a change?,Plenary 3,Judith Trotman,"HSANZ Symposium: Aggressive lymphoma

"
http://files.interact.technology/J000523/Abstracts/052_Hertzberg.pdf,Abstract 52,Hodgkin lymphoma gone bad,Plenary 3,Mark Hertzberg,"HSANZ Symposium: Aggressive lymphoma

"
http://files.interact.technology/J000523/Abstracts/053_Juneja.pdf,Abstract 53,The 2016 revision of the WHO classification of myeloid neoplasms & acute leukaemia,Meeting Room 216,Surender Juneja,Lab Haematology Symposium 1: MDS and AML
http://files.interact.technology/J000523/Abstracts/053_Juneja.pdf,Abstract 54,Update on molecular diagnostics of AML & MDS,Meeting Room 216,Piers Blombery,Lab Haematology Symposium 1: MDS and AML
http://files.interact.technology/J000511/unavailable.pdf,Abstract 55,Novel therapies in thalassaemia,Plenary 3,Vip Viprakasit,HSANZ & ANZSBT: Haemoglobinopathies
http://files.interact.technology/J000523/Abstracts/056_Ware.pdf,Abstract 56,Global strategies for sickle cell disease,Plenary 3,Russell Ware,HSANZ & ANZSBT: Haemoglobinopathies
http://files.interact.technology/J000523/Abstracts/056_Ware.pdf,Abstract 57,Towards novel therapies for the hemoglobinopathies,Plenary 3,Stephen Jane,HSANZ & ANZSBT: Haemoglobinopathies
http://files.interact.technology/J000523/Abstracts/058_Young.pdf,Abstract 58,Aplastic anemia: Treating the hematopoietic stem cell,Plenary 3,Neil Young,HSANZ Symposium: Aplastic Anaemia
http://files.interact.technology/J000523/Abstracts/059_Firkin.pdf,Abstract 59,Objectives and progress of the Australian Aplastic Anaemia Registry,Plenary 3,Frank Firkin,HSANZ Symposium: Aplastic Anaemia
http://files.interact.technology/J000523/Abstracts/060_Lade.pdf,Abstract 60,Update on 2016 WHO classification of lymphoid neoplasms,Meeting Room 216,Stephen Lade,Lab Haematology Symposium 2
http://files.interact.technology/J000523/Abstracts/061_Sartor.pdf,Abstract 61,A review of the RCPA EQA program for paroxysmal nocturnal haemoglobinuria,Meeting Room 216,Mary Sartor,Lab Haematology Symposium 2
http://files.interact.technology/J000523/Abstracts/062_Huang.pdf,Abstract 62,The science behind BcL2 inhibition,Plenary 3,David Huang,HSANZ Symposium: Bcl2 inhibition - The science and clinical impact
http://files.interact.technology/J000523/Abstracts/063_Anderson.pdf,Abstract 63,Bcl2 inhibition in lymphoproliferative disease,Plenary 3,Mary Ann Anderson,HSANZ Symposium: Bcl2 inhibition - The science and clinical impact
http://files.interact.technology/J000523/Abstracts/064_Wei.pdf,Abstract 64,Therapeutic progress in targeting apoptosis pathways in AML,Plenary 3,Andrew Wei,HSANZ Symposium: Bcl2 inhibition - The science and clinical impact
http://files.interact.technology/J000511/unavailable.pdf,Abstract 65,Precision approach to Follicular Lymphoma,Meeting Room 216,Jonathan W. Friedberg,HSANZ Masterclass: Lymphoma (Jonathan Friedberg)
http://files.interact.technology/J000511/unavailable.pdf,Abstract 66,Myeloma: Front line therapy in transplant ineligible patients,Meeting Room 217,Thierry Facon,HSANZ Masterclass: Myeloma (Theirry Facon)
http://files.interact.technology/J000523/Abstracts/067_Young.pdf,Abstract 67,Constitutional bone marrow failure syndromes manifesting in adults,Meeting Room 218,Neal Young,HSANZ Masterclass: Bone marrow failure (Neal Young)
http://files.interact.technology/J000523/Abstracts/068_Wong.pdf,Abstract 68,99m Technetium-hydroxy-diphosphate Tracer (99mTcHDP) bone scintigraphy: A non-invasive diagnostic tool for cardiac amyloidosis,Plenary 3,Caroline Wong,HSANZ Free Communications 5: Myeloma Clinical II
http://files.interact.technology/J000523/Abstracts/069_Bergin.pdf,Abstract 69,Rates of upfront autologous stem cell transplantation (ASCT) in newly diagnosed multiple myeloma (NDMM):  a report from the MRDR on behalf of the MRDR steering committee,Plenary 3,Krystal Bergin,HSANZ Free Communications 5: Myeloma Clinical II
http://files.interact.technology/J000523/Abstracts/070_Gibbs.pdf,Abstract 70,"Monoclonal antibodies in systemic AL amyloidosis - when it rains, in pours",Plenary 3,Simon Gibbs,HSANZ Free Communications 5: Myeloma Clinical II
http://files.interact.technology/J000523/Abstracts/071_Kalff.pdf,Abstract 71,A 2-stage phase II study of panobinostat consolidation in Multiple Myeloma (MM) patients with < CR Following High-Dose Chemotherapy (HDT) conditioned Autologous Stem Cell Transplantation (ASCT) as part of first line therapy,Plenary 3,Anna Kalff,HSANZ Free Communications 5: Myeloma Clinical II
http://files.interact.technology/J000523/Abstracts/072_Liedtke.pdf,Abstract 72,NEOD001 demonstrates organ biomarker responses in patients with light chain amyloidosis and persistent organ dysfunction: results from the expansion phase of a phase 1/2 study,Plenary 3,Michaela liedtke,HSANZ Free Communications 5: Myeloma Clinical II
http://files.interact.technology/J000523/Abstracts/073_Moore.pdf,Abstract 73,Renal impairment in myeloma: a comparison of characteristics and outcomes in patients with and without renal impairment in the Australia and New Zealand myeloma and related diseases registry,Plenary 3,Elizabeth Moore,HSANZ Free Communications 5: Myeloma Clinical II
http://files.interact.technologyJ000523/Abstracts/074_Blombery.pdf,Abstract 74,Genomic characterisation of breast implant-associated anaplastic large cell lymphoma reveals a high incidence of activating JAK1/STAT3 mutations and identifies predisposing germline variants,Meeting Room 216,Piers Blombery,HSANZ Free Communications 6: Lymphoma
http://files.interact.technology/J000523/Abstracts/075_Falconer.pdf,Abstract 75,The frequency of incidental malignancies detected by PET/CT scans in patients with lymphoma and the associated clinical implications,Meeting Room 216,Janlyn Falconer,HSANZ Free Communications 6: Lymphoma
http://files.interact.technology/J000523/Abstracts/076_Ratnasingam.pdf,Abstract 76,Improved survival of older patients with Mantle Cell Lymphoma (MCL) with cytarabine-based immunochemotherapy,Meeting Room 216,Sumita Ratnasingam,HSANZ Free Communications 6: Lymphoma
http://files.interact.technology/J000523/Abstracts/077_Tam.pdf,Abstract 77,Frequent achievement of complete remissions in patients with relapsed / refractory mantle cell lymphoma treated with the combination of Ibrutinib and Venetoclax (ABT-199): results from the ongoing Australian Phase 2 AIM study,Meeting Room 216,Constantine Tam,HSANZ Free Communications 6: Lymphoma
http://files.interact.technology/J000523/Abstracts/078_Tang.pdf,Abstract 78,Primary central nervous system lymphoma: a tertiary institution experience over the last decade,Meeting Room 216,Catherine Tang,HSANZ Free Communications 6: Lymphoma
http://files.interact.technology/J000523/Abstracts/079_van%20der%20Weyden.pdf,Abstract 79,A retrospective review of treatment outcomes in patients treated for peripheral T cell Lymphoma (PTCL) at the Peter MacCallum Cancer Centre (PMCC) between 1999 and 2015,Meeting Room 216,Carrie Van Der Weyden,HSANZ Free Communications 6: Lymphoma
http://files.interact.technology/J000523/Abstracts/080_Chunilal.pdf,Abstract 80,Safety of RAPid INJECTion of undiluted ferric carboxymaltose to patients with iron deficiency anaemia (RAPINJECT),Meeting Room 217,Sanjeev Chunilal,HSANZ Free Communications 7: Non-Malignant
http://files.interact.technology/J000523/Abstracts/081_Ho.pdf,Abstract 81,"Prevalence of cardiac and hepatic siderosis in Australian patients with transfusion-dependent anaemias or non-transfusion-dependent thalassaemia, as assessed by MRI (the TIMES Study)",Meeting Room 217,P. Joy Ho,HSANZ Free Communications 7: Non-Malignant
http://files.interact.technology/J000523/Abstracts/082_Hsu.pdf,Abstract 82,"An observational, non-interventional, multicentre,  registry of patients with atypical haemolytic uraemic syndrome (aHUS): A review of the baseline characteristics of patients treated with eculizumab in the Australian cohort",Meeting Room 217,Danny Hsu,HSANZ Free Communications 7: Non-Malignant
http://files.interact.technology/J000523/Abstracts/083_Khalafallah.pdf,Abstract 83,Treatment of iron deficiency anaemia of late pregnancy with a single intravenous ferric carboxymaltose or iron polymaltose infusion versus daily oral iron sulphate (TIDAL): a prospective randomised controlled trial,Meeting Room 217,Alhossain Khalafallah,HSANZ Free Communications 7: Non-Malignant
http://files.interact.technology/J000523/Abstracts/084_Kivivali.pdf,Abstract 84,Emerging insights into efficacy of aplastic anaemia management practices from the Australian Aplastic Anaemia Registry,Meeting Room 217,Leah Kivivali,HSANZ Free Communications 7: Non-Malignant
http://files.interact.technology/J000523/Abstracts/085_Jones.pdf,Abstract 85,Novel next generation sequencing based minimal residual disease testing utilising non-conventional molecular targets in acute myeloid leukaemia,Meeting Room 220,Kate Jones,HSANZ Free Communications 8: Acute Myeloid Leukaemia & Myelodysplasia
http://files.interact.technology/J000523/Abstracts/086_Sillar.pdf,Abstract 86,Reactive oxygen species promote leukaemogenesis via altered redox signalling pathways in FLT3-ITD+ acute myeloid leukaemia,Meeting Room 220,Jonathan Sillar,HSANZ Free Communications 8: Acute Myeloid Leukaemia & Myelodysplasia
http://files.interact.technology/J000523/Abstracts/087_Vu.pdf,Abstract 87,miR-10a as a predictive biomarker in Normal Karyotype (NK) Acute Myeloid Leukaemia (AML),Meeting Room 220,Thi Thanh Vu,HSANZ Free Communications 8: Acute Myeloid Leukaemia & Myelodysplasia
http://files.interact.technology/J000523/Abstracts/088_Jeffrey.pdf,Abstract 88,Low-dose Cytarabine and Thioguanine Based Metronomic Chemotherapy (STIMULus) as salvage in elderly patients with relapsed or refractory acute myeloid leukaemia (AML),Meeting Room 220,Anthony Jeffrey,HSANZ Free Communications 8: Acute Myeloid Leukaemia & Myelodysplasia
http://files.interact.technology/J000523/Abstracts/089_Schwarer.pdf,Abstract 89,A single high-dose cytarabine (HiDAC) during induction-consolidation may not be adequate for patients with a new diagnosis of acute myeloid leukaemia (AML) not planned for allogeneic haematopoietic stem cell transplantation (alloHSCT) in 1st complete Remission (CR1),Meeting Room 220,Anthony Schwarer,HSANZ Free Communications 8: Acute Myeloid Leukaemia & Myelodysplasia
http://files.interact.technology/J000523/Abstracts/090_Watts.pdf,Abstract 90,Determining mechanisms of resistance to Azacitidine (Aza) in Myelodysplastic (MDS) syndromes and Acute Myeloid Leukaemia (AML) using an in-vitro model,Meeting Room 220,Sophie Watts,HSANZ Free Communications 8: Acute Myeloid Leukaemia & Myelodysplasia
http://files.interact.technology/J000523/Abstracts/091_Spitalnik.pdf,Abstract 91,"Stored RBC transfusions: Iron, inflammation, immunity, infection",Meeting Room 212 & 213,Steven Spitalnik,ANZSBT & HSANZ: RBC
http://files.interact.technology/J000523/Abstracts/093_Dzik.pdf,Abstract 92,Kruppeling erythropoiesis,Meeting Room 212 & 213,Andrew Perkins,ANZSBT & HSANZ: RBC
http://files.interact.technology/J000523/Abstracts/094_Esmon.pdf,Abstract 93,The air they breathe,Meeting Room 212 & 213,Walter H. Dzik,ANZSBT & HSANZ: RBC
http://files.interact.technology/J000523/Abstracts/095_Cowan.pdf,Abstract 94,"Involvement of the protein C pathway in cancer, kidney disease and malaria",Meeting Room 219,Charles Esmon,ASTH Symposium: Inflammation thrombosis
http://files.interact.technology/J000523/Abstracts/096_Weitz.pdf,Abstract 95,Cross-species incompatibility of thrombomodulin: Implications and solutions for xenotransplantation,Meeting Room 219,Peter Cowan,ASTH Symposium: Inflammation thrombosis
http://files.interact.technology/J000523/Abstracts/097_McFadyen.pdf,Abstract 96,Valves thrombosis,Meeting Room 219,Jeffrey Weitz,ASTH Symposium: Contact pathways
http://files.interact.technology/J000523/Abstracts/098_Roxby.pdf,Abstract 97,Being in the right place at the right time: Targeted anti-thrombotic approaches,Meeting Room 219,James McFadyen,ASTH Symposium: Contact pathways
http://files.interact.technology/J000523/Abstracts/099_Nesbitt.pdf,Abstract 98,Thromboelastography,Meeting Room 219,David Roxby,ASTH Symposium: Diagnostic tools
http://files.interact.technology/J000523/Abstracts/100_Andrews.pdf,Abstract 99,A shear based microfluidic device to monitor platelet function: Application to von Willebrand disease screening,Meeting Room 219,Warwick Nesbitt,ASTH Symposium: Diagnostic tools
http://files.interact.technology/J000523/Abstracts/101_Morel-Kopp.pdf,Abstract 100,Soluble platelet proteins that help evaluate thrombocytopenia and stratify bleeding risk,Meeting Room 219,Robert Andrews,ASTH Symposium: Diagnostic tools
http://files.interact.technology/J000523/Abstracts/102_Duncan.pdf,Abstract 101,Identification of a new dysfunctional platelet P2Y12 receptor variant in a family with bleeding history,Meeting Room 219,Marie-Christine Morel-Kopp,ASTH Free Communications 1
http://files.interact.technology/J000523/Abstracts/103_Tiao.pdf,Abstract 102,Establishment of a diagnostic algorithm for Heparin induced thrombocytopenia that includes a rapid chemiluminescent immunoassay as the initial laboratory test,Meeting Room 219,Elizabeth Duncan,ASTH Free Communications 1
http://files.interact.technology/J000523/Abstracts/104_Chun.pdf,Abstract 103,Improving Microangiopathic Thrombocytopenia(MAT) diagnosis in the Asia-Pacific region by standardisation of the ADAMTS-13 assay,Meeting Room 219,Jim Tiao,ASTH Free Communications 1
http://files.interact.technology/J000523/Abstracts/105_Simonova.pdf,Abstract 104,MYH9 disorders are not uncommon in Australia and New Zealand: results from a platelet next generation sequencing (NGS) project,Meeting Room 219,Yenna Chun,ASTH Free Communications 1
http://files.interact.technology/J000523/Abstracts/106_Ginsborg.pdf,Abstract 105,Point-of-care testing of coagulation during extracorporeal membrane oxygenation in a sheep model,Meeting Room 219,Gabriela Simonova,ASTH Free Communications 1
http://files.interact.technology/J000523/Abstracts/107_Dunkley.pdf,Abstract 106,Diagnostic algorithm in Heparin Induced Thrombotic Thrombocytopenia (HITT): review of serotonin release assay results,Meeting Room 219,Lette Ginsborg,ASTH Free Communications 1
http://files.interact.technology/J000523/Abstracts/108_Rabbolini.pdf,Abstract 107,Rare hereditary bleeding disorders,Meeting Room 219,Scott Dunkley,ASTH: Bleeding disorders
http://files.interact.technology/J000523/Abstracts/109_Tran.pdf,Abstract 108,Genetic testing in the investigation of patients with suspected inherited thrombocytopenia,Meeting Room 219,David Rabbolini,ASTH: Bleeding disorders
http://files.interact.technology/J000523/Abstracts/110_Medcalf.pdf,Abstract 109,Acquired haemophilia,Meeting Room 219,Huyen Tran,ASTH: Bleeding disorders
http://files.interact.technology/J000523/Abstracts/111_Myles.pdf,Abstract 110,Brain trauma and the role of anti-fibrinolytic agents,Meeting Room 219,Robert Medcalf,ASTH Symposium: Antifibrinolysis (TA) in clinical
http://files.interact.technology/J000523/Abstracts/112_Campbell.pdf,Abstract 111,Tranexamic acid in cardiac surgery,Meeting Room 219,Paul Myles,ASTH Symposium: Antifibrinolysis (TA) in clinical
http://files.interact.technology/J000523/Abstracts/113_Brighton.pdf,Abstract 112,Thrombolysis vs thrombectomy in stroke,Meeting Room 219,Bruce Campbell,ASTH Symposium: Antifibrinolysis (TA) in clinical
http://files.interact.technology/J000523/Abstracts/114_Yuen.pdf,Abstract 113,Residual vein thrombus does not predict for recurrent vein thrombosis in the ASPIRE study,Meeting Room 219,Timothy Brighton,"ASTH Free Communications 2

"
http://files.interact.technology/J000523/Abstracts/115_Barnes.pdf,Abstract 114,Venous Thromboembolism (VTE) in patients with primary central nervous system lymphoma (PCNSL) receiving R-MPV,Meeting Room 219,Hiu Lam Agnes Yuen,"ASTH Free Communications 2

"
http://files.interact.technology/J000523/Abstracts/116_McRae.pdf,Abstract 115,Phase 3 trial results demonstrating efficacy and safety of rIX-FP in children with Haemophilia B,Meeting Room 219,Christopher Barnes,"ASTH Free Communications 2

"
http://files.interact.technology/J000523/Abstracts/117_McCaughan.pdf,Abstract 116,Current practice regarding prophylaxis in patients with moderate and severe haemophilia A in Australia,Meeting Room 219,Simon McRae,"ASTH Free Communications 2

"
http://files.interact.technology/J000523/Abstracts/118_Baker.pdf,Abstract 117,Choice of anticoagulation in veno-thromboembolic disease in obese patients,Meeting Room 219,Georgia McCaughan,"ASTH Free Communications 2

"
http://files.interact.technology/J000523/Abstracts/119_Williams.pdf,Abstract 118,Clinical utility of specific DOAC plasma concentration assessments in the ASTH Anticoagulation Reversal and Events Study Collaborative (ARES1),Meeting Room 219,Ross Baker,"ASTH Free Communications 2

"
http://files.interact.technology/J000523/Abstracts/120_McGiffin.pdf,Abstract 119,Pulmonary hypertension: What Haematologists need to know,Meeting Room 219,Trevor Williams,ASTH Symposium: Pulmonary HPT & vascular intervention
http://files.interact.technology/J000523/Abstracts/093_Dzik.pdf,Abstract 120,Pulmonary endarterectomy for chronic thromboembolic pulmonary hypertension,Meeting Room 219,David McGiffin,ASTH Symposium: Pulmonary HPT & vascular intervention
http://files.interact.technology/J000511/unavailable.pdf,Abstract 121,Localised intervention,Meeting Room 219,John Vrazas,ASTH Symposium: Pulmonary HPT & vascular intervention
